t,FP1-F7,F7-T7,T7-P7,P7-O1
2992.2109375,56.8,36.1,22.1,-27.9
2992.21484375,65.4,29.5,22.1,-22.5
2992.21875,68.2,26.0,20.5,-18.9
2992.22265625,64.7,28.3,19.3,-17.8
2992.2265625,56.8,25.6,15.8,-11.1
2992.23046875,51.8,22.5,12.3,-12.3
2992.234375,47.5,20.1,7.2,-17.4
2992.23828125,43.2,13.9,-0.2,-18.6
2992.2421875,33.8,8.4,-4.1,-21.7
2992.24609375,19.3,3.7,-8.8,-24.0
2992.25,2.1,-0.6,-12.7,-26.0
2992.25390625,-13.1,-4.9,-16.6,-27.2
2992.2578125,-29.9,-4.5,-23.2,-29.9
2992.26171875,-42.8,-4.5,-29.9,-29.5
2992.265625,-45.9,-5.3,-32.2,-31.1
2992.26953125,-44.3,-2.1,-31.8,-35.8
2992.2734375,-39.7,4.5,-30.7,-36.9
2992.27734375,-27.9,11.9,-28.3,-33.4
2992.28125,-11.1,15.0,-23.2,-24.0
2992.28515625,2.9,19.7,-17.0,-15.8
2992.2890625,11.9,22.5,-7.6,-7.2
2992.29296875,24.0,25.6,2.1,-7.6
2992.296875,35.8,28.7,11.5,-8.8
2992.30078125,46.7,27.5,16.2,-2.1
2992.3046875,56.1,24.0,22.5,4.5
2992.30859375,60.0,18.9,26.4,14.3
2992.3125,58.4,12.7,26.8,23.2
2992.31640625,57.2,5.7,25.6,26.4
2992.3203125,54.1,0.2,20.5,27.2
2992.32421875,42.4,-3.7,13.9,29.9
2992.328125,27.9,-7.2,7.6,32.6
2992.33203125,15.4,-13.1,4.5,34.6
2992.3359375,1.4,-16.6,3.3,35.4
2992.33984375,-17.0,-17.8,6.1,35.8
2992.34375,-36.1,-17.4,10.4,35.4
2992.34765625,-47.9,-20.5,15.8,35.0
2992.3515625,-60.4,-25.2,21.3,41.2
2992.35546875,-66.2,-20.1,26.8,34.2
2992.359375,-58.8,-16.2,26.0,24.4
2992.36328125,-49.0,-13.1,23.2,25.6
2992.3671875,-38.5,-6.1,23.6,17.4
2992.37109375,-25.6,0.2,24.8,10.4
2992.375,-18.6,5.7,27.9,5.7
2992.37890625,-14.7,11.1,33.8,-1.8
2992.3828125,-6.1,14.3,39.3,-12.3
2992.38671875,1.8,10.4,41.2,-15.8
2992.390625,1.4,11.5,39.7,-15.8
2992.39453125,4.9,12.3,35.0,-19.3
2992.3984375,11.1,4.1,27.5,-20.1
2992.40234375,11.5,-3.3,18.2,-17.4
2992.40625,3.3,-9.2,8.4,-15.4
2992.41015625,-6.8,-16.2,5.3,-14.7
2992.4140625,-22.9,-27.5,0.2,-1.0
2992.41796875,-38.5,-31.1,-2.9,0.2
2992.421875,-48.6,-31.5,-1.8,-5.7
2992.42578125,-53.7,-35.4,-4.5,0.2
2992.4296875,-59.6,-31.8,-7.6,4.5
2992.43359375,-60.8,-26.8,-5.3,7.2
2992.4375,-58.4,-24.0,-2.5,12.7
2992.44140625,-57.6,-16.2,0.2,13.1
2992.4453125,-51.8,-9.6,5.3,7.6
2992.44921875,-39.3,-9.2,12.3,2.9
2992.453125,-28.7,-6.8,17.0,1.4
2992.45703125,-20.5,-1.4,18.9,-2.5
2992.4609375,-9.2,2.9,18.2,-10.4
2992.46484375,2.5,2.9,10.7,-13.5
2992.46875,13.9,1.0,0.2,-18.2
2992.47265625,19.7,-0.2,-8.4,-26.8
2992.4765625,18.6,-6.1,-18.9,-29.5
2992.48046875,19.7,-12.7,-26.0,-35.8
2992.484375,18.2,-17.8,-28.3,-50.6
2992.48828125,17.4,-24.0,-36.1,-58.0
2992.4921875,10.7,-32.6,-42.8,-61.5
2992.49609375,0.2,-39.3,-49.8,-61.5
2992.5,-11.1,-47.5,-54.1,-58.4
2992.50390625,-22.9,-54.1,-54.9,-54.1
2992.5078125,-35.4,-56.5,-54.1,-51.0
2992.51171875,-45.1,-56.5,-51.0,-47.1
2992.515625,-46.3,-58.0,-45.9,-42.8
2992.51953125,-44.3,-57.2,-41.2,-39.7
2992.5234375,-45.9,-49.0,-35.4,-35.8
2992.52734375,-43.6,-41.6,-31.1,-28.7
2992.53125,-38.5,-40.0,-26.8,-17.4
2992.53515625,-36.1,-35.4,-22.1,-9.2
2992.5390625,-38.5,-28.3,-17.4,-0.6
2992.54296875,-32.2,-24.0,-14.3,0.2
2992.546875,-29.9,-13.1,-11.1,-3.3
2992.55078125,-25.6,-8.4,-11.1,-0.6
2992.5546875,-20.1,-8.4,-10.0,-1.4
2992.55859375,-19.7,-8.0,-10.7,-4.1
2992.5625,-21.7,-11.5,-14.3,-5.3
2992.56640625,-20.5,-17.4,-20.9,-11.5
2992.5703125,-18.6,-21.3,-28.3,-18.2
2992.57421875,-22.5,-24.8,-36.5,-17.8
2992.578125,-25.6,-28.3,-44.3,-15.0
2992.58203125,-23.6,-33.8,-47.9,-16.2
2992.5859375,-22.9,-36.1,-48.6,-15.8
2992.58984375,-27.2,-38.5,-48.3,-12.7
2992.59375,-29.5,-40.0,-44.0,-10.7
2992.59765625,-32.2,-43.6,-37.7,-2.9
2992.6015625,-36.5,-51.4,-31.8,8.8
2992.60546875,-37.3,-48.6,-26.8,6.8
2992.609375,-31.1,-43.6,-23.6,-1.4
2992.61328125,-22.9,-41.2,-27.9,0.2
2992.6171875,-15.0,-35.8,-29.9,-3.7
2992.62109375,-6.4,-31.5,-31.5,-5.3
2992.625,-3.3,-26.8,-32.6,-4.1
2992.62890625,-2.5,-20.9,-30.7,-8.4
2992.6328125,2.5,-15.0,-27.2,-17.8
2992.63671875,8.8,-11.9,-26.4,-21.7
2992.640625,7.2,-7.2,-25.6,-24.0
2992.64453125,8.4,-3.3,-26.4,-27.2
2992.6484375,13.9,-5.7,-27.9,-27.5
2992.65234375,17.4,-11.1,-29.9,-24.8
2992.65625,15.8,-12.7,-31.5,-24.0
2992.66015625,12.7,-15.8,-30.3,-22.9
2992.6640625,9.2,-24.0,-29.5,-10.7
2992.66796875,2.5,-21.3,-27.2,-10.4
2992.671875,1.0,-19.7,-22.9,-17.0
2992.67578125,4.9,-22.5,-24.0,-17.0
2992.6796875,3.3,-21.7,-23.6,-18.6
2992.68359375,1.4,-23.6,-20.5,-20.5
2992.6875,-0.6,-28.7,-17.4,-16.2
2992.69140625,-6.8,-27.9,-16.6,-12.3
2992.6953125,-11.9,-26.4,-17.0,-13.5
2992.69921875,-8.8,-29.5,-19.7,-13.5
2992.703125,-8.0,-31.1,-23.6,-13.1
2992.70703125,-11.9,-24.8,-27.5,-17.0
2992.7109375,-11.5,-20.9,-31.1,-20.1
2992.71484375,-9.6,-23.2,-35.8,-17.4
2992.71875,-11.1,-24.8,-40.8,-16.6
2992.72265625,-11.5,-27.2,-44.0,-17.8
2992.7265625,-15.8,-31.5,-47.9,-12.3
2992.73046875,-14.3,-33.8,-51.0,-14.7
2992.734375,-8.0,-29.1,-51.8,-26.4
2992.73828125,1.0,-25.6,-55.7,-28.7
2992.7421875,7.6,-20.5,-58.0,-31.8
2992.74609375,9.2,-14.7,-56.5,-33.8
2992.75,11.1,-12.7,-52.9,-32.2
2992.75390625,10.7,-12.3,-45.9,-32.2
2992.7578125,5.7,-6.4,-37.3,-36.5
2992.76171875,4.9,-0.2,-33.0,-39.3
2992.765625,7.2,1.8,-29.5,-42.4
2992.76953125,10.7,5.3,-26.0,-47.1
2992.7734375,10.7,12.7,-23.6,-51.0
2992.77734375,11.1,17.0,-20.1,-49.8
2992.78125,11.1,17.4,-15.0,-44.0
2992.78515625,8.0,19.7,-11.1,-39.3
2992.7890625,1.0,19.3,-5.7,-31.1
2992.79296875,0.6,17.4,-1.0,-31.1
2992.796875,2.1,17.4,0.6,-33.8
2992.80078125,7.6,16.2,-0.2,-30.7
2992.8046875,14.7,16.6,-0.6,-29.9
2992.80859375,19.7,18.6,-2.9,-23.6
2992.8125,22.9,20.5,-3.7,-17.4
2992.81640625,28.3,20.1,-2.9,-15.0
2992.8203125,33.4,17.0,-2.9,-13.1
2992.82421875,30.7,17.0,-1.4,-11.5
2992.828125,28.3,17.4,-0.6,-10.7
2992.83203125,30.3,15.8,0.6,-10.0
2992.8359375,30.7,17.8,4.9,-12.3
2992.83984375,27.5,21.7,6.4,-12.7
2992.84375,22.9,22.9,8.0,-10.0
2992.84765625,17.8,20.1,9.6,-7.2
2992.8515625,11.9,13.9,10.7,-3.3
2992.85546875,8.0,14.7,12.3,-6.1
2992.859375,11.1,13.9,15.8,-14.7
2992.86328125,16.2,11.5,15.0,-16.2
2992.8671875,18.6,10.7,16.6,-17.8
2992.87109375,20.5,10.0,17.0,-17.0
2992.875,19.3,10.4,16.2,-15.0
2992.87890625,16.6,11.9,14.3,-13.1
2992.8828125,18.2,10.7,13.1,-11.5
2992.88671875,21.3,9.6,11.5,-8.8
2992.890625,18.6,9.2,10.7,-5.7
2992.89453125,16.2,9.6,13.1,-6.4
2992.8984375,22.1,7.6,13.9,-8.8
2992.90234375,24.4,5.3,13.5,-9.2
2992.90625,22.1,6.8,10.7,-8.4
2992.91015625,18.9,11.5,10.4,-9.6
2992.9140625,15.0,8.0,6.1,-1.0
2992.91796875,11.1,9.2,4.5,-2.9
2992.921875,12.7,10.7,6.1,-11.5
2992.92578125,20.1,6.8,0.2,-10.4
2992.9296875,22.1,4.9,-4.1,-10.4
2992.93359375,24.0,4.9,-4.5,-13.1
2992.9375,25.2,2.1,-4.1,-12.7
2992.94140625,20.5,2.9,-2.5,-14.7
2992.9453125,17.8,7.6,-0.6,-18.2
2992.94921875,21.7,6.8,-1.8,-17.8
2992.953125,22.1,6.8,-2.1,-16.6
2992.95703125,18.6,12.3,-2.1,-17.0
2992.9609375,16.6,17.0,0.2,-19.3
2992.96484375,15.4,17.0,3.3,-15.8
2992.96875,11.5,16.2,6.1,-10.4
2992.97265625,6.8,17.4,6.8,-7.6
2992.9765625,0.2,14.3,6.8,1.8
2992.98046875,-2.5,12.3,8.8,3.7
2992.984375,-1.4,15.4,12.3,-0.6
2992.98828125,1.8,15.8,13.9,1.4
2992.9921875,3.3,17.4,15.8,1.0
2992.99609375,2.5,17.8,13.9,2.1
2993.0,4.5,13.9,10.0,5.7
2993.00390625,6.1,11.1,4.1,8.4
2993.0078125,3.3,11.5,-0.2,9.2
2993.01171875,1.8,12.7,-4.9,11.9
2993.015625,3.3,7.6,-5.3,13.9
2993.01953125,1.8,5.3,-2.9,11.1
2993.0234375,-1.4,4.9,-1.0,7.2
2993.02734375,-3.3,4.5,-0.6,6.8
2993.03125,-3.7,2.9,1.4,9.2
2993.03515625,-7.2,5.3,1.0,13.1
2993.0390625,-13.1,7.2,0.2,19.7
2993.04296875,-15.0,10.0,3.7,16.6
2993.046875,-14.7,14.7,5.3,11.9
2993.05078125,-10.0,17.0,5.3,10.7
2993.0546875,-3.3,18.9,8.8,7.2
2993.05859375,-1.0,20.5,10.4,7.6
2993.0625,-1.0,20.9,9.6,12.3
2993.06640625,-1.0,19.3,10.7,13.1
2993.0703125,-1.0,17.0,12.7,10.4
2993.07421875,-6.8,19.7,11.9,13.5
2993.078125,-11.9,21.7,16.2,14.3
2993.08203125,-9.2,18.9,21.3,14.7
2993.0859375,-9.2,15.8,25.2,15.0
2993.08984375,-13.9,14.7,28.7,18.2
2993.09375,-16.2,14.7,31.1,18.2
2993.09765625,-19.3,11.5,33.0,21.7
2993.1015625,-24.0,12.3,38.5,27.2
2993.10546875,-24.8,18.6,45.9,22.9
2993.109375,-18.6,24.4,49.0,18.6
2993.11328125,-15.0,26.4,47.5,24.0
2993.1171875,-11.5,26.8,46.7,25.2
2993.12109375,-9.2,24.4,45.1,27.9
2993.125,-10.4,20.5,44.0,33.4
2993.12890625,-11.5,20.1,43.2,33.8
2993.1328125,-7.6,18.6,42.0,29.1
2993.13671875,-4.1,17.0,38.9,26.0
2993.140625,-8.4,18.9,36.5,23.2
2993.14453125,-12.3,20.9,35.0,15.0
2993.1484375,-9.6,18.6,33.8,10.0
2993.15234375,-8.4,14.7,31.1,11.9
2993.15625,-10.7,14.3,30.3,13.9
2993.16015625,-14.3,15.4,30.7,15.8
2993.1640625,-17.8,10.7,29.9,26.0
2993.16796875,-21.7,11.1,29.5,25.2
2993.171875,-18.6,15.4,28.7,13.5
2993.17578125,-11.5,13.5,22.9,11.1
2993.1796875,-7.6,13.5,17.4,9.6
2993.18359375,-3.7,15.0,15.0,4.5
2993.1875,-1.4,11.5,12.3,5.3
2993.19140625,-3.7,9.6,10.0,5.3
2993.1953125,-6.8,11.1,7.6,1.8
2993.19921875,-2.9,6.4,6.8,1.8
2993.203125,-2.9,4.1,6.1,2.9
2993.20703125,-4.1,6.8,8.0,0.6
2993.2109375,0.2,9.2,9.6,-3.3
2993.21484375,6.1,5.3,7.6,-1.8
2993.21875,10.7,4.5,6.4,-2.5
2993.22265625,13.9,5.7,4.5,-4.1
2993.2265625,11.9,6.1,2.1,1.4
2993.23046875,12.7,7.6,3.7,-0.2
2993.234375,17.8,11.1,4.1,-4.9
2993.23828125,21.7,9.2,1.8,-2.9
2993.2421875,20.9,7.6,1.8,-2.9
2993.24609375,17.8,4.9,-0.2,-1.8
2993.25,13.9,-0.2,-0.6,-0.6
2993.25390625,10.4,-2.5,-2.5,-1.0
2993.2578125,3.7,-1.4,-5.7,-3.7
2993.26171875,-0.6,0.2,-9.2,-4.9
2993.265625,0.6,-0.6,-8.4,-8.8
2993.26953125,0.2,-1.4,-6.1,-12.7
2993.2734375,-1.0,1.8,-3.7,-15.8
2993.27734375,-1.4,4.5,0.2,-17.8
2993.28125,-3.3,3.7,0.2,-13.9
2993.28515625,-4.9,4.1,0.2,-9.6
2993.2890625,-9.6,4.9,0.2,-3.3
2993.29296875,-9.2,4.9,2.9,-5.3
2993.296875,-4.5,5.7,3.3,-5.7
2993.30078125,1.4,8.0,4.1,-4.9
2993.3046875,8.0,8.8,8.4,-6.8
2993.30859375,11.1,11.1,8.8,-4.1
2993.3125,12.7,15.0,9.2,-0.2
2993.31640625,17.0,17.4,10.7,-1.4
2993.3203125,20.5,19.7,11.1,-2.1
2993.32421875,18.2,24.0,9.2,-2.9
2993.328125,15.8,26.4,8.0,-2.9
2993.33203125,17.8,21.7,8.0,-3.7
2993.3359375,19.7,18.2,5.3,-3.7
2993.33984375,19.3,16.2,2.9,0.2
2993.34375,19.3,16.2,3.3,3.3
2993.34765625,18.6,17.0,4.5,7.2
2993.3515625,16.6,18.9,5.7,14.3
2993.35546875,15.0,26.0,10.0,8.4
2993.359375,18.6,31.5,15.0,-1.4
2993.36328125,25.2,32.2,10.4,-2.1
2993.3671875,27.5,30.7,10.4,-4.5
2993.37109375,29.5,27.5,10.7,-1.8
2993.375,28.3,27.2,7.6,4.9
2993.37890625,26.4,29.5,6.8,8.4
2993.3828125,32.2,29.1,8.8,7.6
2993.38671875,37.3,27.5,6.4,6.8
2993.390625,33.8,27.2,4.1,5.7
2993.39453125,29.9,26.8,4.9,0.2
2993.3984375,30.3,23.6,4.1,-1.8
2993.40234375,27.9,20.5,2.5,1.4
2993.40625,20.5,20.9,2.5,3.3
2993.41015625,15.4,20.5,1.4,5.3
2993.4140625,7.6,13.9,0.2,15.4
2993.41796875,0.2,14.3,3.7,12.7
2993.421875,-0.2,15.8,10.4,4.1
2993.42578125,4.1,12.7,12.3,6.4
2993.4296875,4.5,12.3,13.1,7.6
2993.43359375,5.3,11.1,11.1,8.0
2993.4375,8.0,7.2,6.4,10.4
2993.44140625,4.5,6.1,4.5,9.2
2993.4453125,2.5,8.0,4.5,4.9
2993.44921875,6.8,4.5,6.4,4.1
2993.453125,8.0,1.8,9.6,6.4
2993.45703125,2.9,5.3,10.7,8.0
2993.4609375,2.9,6.1,9.6,4.9
2993.46484375,1.8,-0.6,6.8,8.8
2993.46875,-2.1,-5.3,1.8,8.8
2993.47265625,-6.1,-7.6,-2.1,4.5
2993.4765625,-13.5,-10.4,-6.4,8.8
2993.48046875,-14.7,-9.2,-10.7,10.4
2993.484375,-10.4,-4.5,-11.1,2.1
2993.48828125,-2.9,-6.1,-13.5,2.9
2993.4921875,0.6,-6.8,-15.0,0.2
2993.49609375,2.5,-6.8,-14.3,-1.8
2993.5,6.8,-7.6,-11.9,-2.5
2993.50390625,9.6,-6.8,-10.0,-0.2
2993.5078125,8.4,-2.9,-8.8,1.4
2993.51171875,7.2,-1.4,-10.0,2.5
2993.515625,9.2,-4.5,-11.5,2.9
2993.51953125,8.8,-7.6,-12.3,1.0
2993.5234375,6.4,-4.1,-13.1,-2.5
2993.52734375,3.7,-2.5,-10.7,-2.1
2993.53125,0.6,-4.1,-7.6,4.5
2993.53515625,-4.5,-4.1,-4.9,7.6
2993.5390625,-11.1,-7.6,-0.2,12.7
2993.54296875,-13.1,-8.8,2.9,10.7
2993.546875,-10.0,-7.2,-1.0,6.1
2993.55078125,-3.7,-8.4,-8.8,8.0
2993.5546875,0.2,-10.7,-13.9,8.4
2993.55859375,2.1,-14.3,-20.1,10.0
2993.5625,2.5,-15.8,-23.2,11.5
2993.56640625,6.1,-18.9,-19.3,8.4
2993.5703125,10.0,-18.6,-17.8,4.5
2993.57421875,9.2,-13.9,-13.9,3.3
2993.578125,9.2,-11.1,-11.1,0.6
2993.58203125,13.1,-12.3,-8.4,-4.5
2993.5859375,16.2,-11.5,-6.8,-8.8
2993.58984375,15.0,-10.4,-7.6,-11.1
2993.59375,13.1,-8.4,-8.8,-15.0
2993.59765625,8.4,-6.4,-9.2,-15.0
2993.6015625,2.5,-6.8,-8.8,-10.4
2993.60546875,-1.0,1.0,-5.3,-19.7
2993.609375,1.4,7.2,-1.8,-28.3
2993.61328125,5.7,9.2,-1.0,-23.2
2993.6171875,10.7,10.4,2.5,-24.4
2993.62109375,14.3,9.2,5.7,-19.7
2993.625,12.7,8.8,6.1,-13.5
2993.62890625,11.9,9.6,5.7,-12.7
2993.6328125,15.0,8.4,4.5,-13.1
2993.63671875,18.6,5.7,1.8,-10.7
2993.640625,15.8,5.3,-2.1,-8.0
2993.64453125,13.5,5.3,-3.3,-7.6
2993.6484375,15.8,0.6,-5.3,-7.2
2993.65234375,17.8,-3.3,-8.4,-6.1
2993.65625,13.9,-2.5,-10.4,-6.4
2993.66015625,11.5,-2.5,-11.5,-6.4
2993.6640625,6.8,-5.7,-16.6,2.9
2993.66796875,1.8,-3.7,-18.6,1.8
2993.671875,4.9,-1.4,-18.6,-6.1
2993.67578125,10.4,-2.9,-23.2,-6.1
2993.6796875,12.3,-1.8,-26.8,-11.1
2993.68359375,14.7,-2.1,-27.9,-14.3
2993.6875,17.0,-6.8,-29.9,-12.3
2993.69140625,11.5,-8.0,-31.8,-9.6
2993.6953125,8.0,-10.4,-31.5,-8.4
2993.69921875,7.2,-15.4,-28.7,-3.7
2993.703125,2.9,-19.7,-25.2,0.6
2993.70703125,-3.3,-18.2,-20.9,0.2
2993.7109375,-6.1,-15.8,-17.4,-2.9
2993.71484375,-5.7,-19.3,-17.8,-1.4
2993.71875,-8.0,-22.5,-20.9,-1.0
2993.72265625,-12.3,-22.9,-20.1,-3.3
2993.7265625,-22.5,-25.6,-19.7,2.9
2993.73046875,-26.0,-26.8,-17.4,2.1
2993.734375,-26.4,-22.9,-11.5,-7.2
2993.73828125,-23.2,-21.7,-11.5,-7.2
2993.7421875,-20.1,-21.7,-10.0,-9.6
2993.74609375,-22.5,-18.6,-8.0,-10.0
2993.75,-23.6,-18.9,-4.1,-6.8
2993.75390625,-24.4,-20.1,0.2,-5.3
2993.7578125,-30.7,-16.2,4.9,-6.1
2993.76171875,-36.1,-14.3,6.8,-3.3
2993.765625,-36.1,-17.4,7.6,-1.4
2993.76953125,-38.1,-19.7,7.2,-1.4
2993.7734375,-42.0,-16.2,5.7,-1.8
2993.77734375,-42.8,-11.5,2.9,-2.1
2993.78125,-41.2,-11.9,1.8,-1.4
2993.78515625,-41.2,-8.8,2.5,-2.5
2993.7890625,-44.3,-5.7,5.7,0.6
2993.79296875,-44.3,-4.1,9.6,-3.3
2993.796875,-40.4,-1.8,9.2,-9.2
2993.80078125,-35.4,0.2,5.7,-7.6
2993.8046875,-30.3,1.8,5.3,-9.6
2993.80859375,-25.6,2.1,4.9,-9.6
2993.8125,-26.8,6.8,7.6,-6.1
2993.81640625,-26.0,8.4,12.3,-5.3
2993.8203125,-24.8,9.2,15.4,-7.6
2993.82421875,-29.9,11.1,15.0,-7.6
2993.828125,-34.2,13.1,15.0,-6.8
2993.83203125,-29.5,8.8,14.3,-10.4
2993.8359375,-24.4,5.3,11.1,-10.4
2993.83984375,-24.4,2.5,8.4,-7.6
2993.84375,-24.8,-0.6,3.3,-6.4
2993.84765625,-25.6,-4.9,-0.2,-3.3
2993.8515625,-30.3,-10.4,-2.1,3.3
2993.85546875,-33.0,-5.7,0.2,-1.8
2993.859375,-26.8,-2.1,1.0,-6.8
2993.86328125,-20.5,-0.6,-2.1,-4.1
2993.8671875,-16.6,0.6,-4.1,-4.9
2993.87109375,-11.9,1.8,-6.4,-5.3
2993.875,-11.1,4.1,-8.8,-2.1
2993.87890625,-13.1,9.2,-8.4,0.2
2993.8828125,-7.6,10.7,-2.5,-1.8
2993.88671875,-2.9,10.4,0.6,0.2
2993.890625,-4.9,11.5,4.1,2.9
2993.89453125,-4.1,14.3,6.4,0.2
2993.8984375,1.4,11.1,7.6,-1.0
2993.90234375,2.9,8.8,5.7,2.5
2993.90625,1.0,7.6,5.3,4.9
2993.91015625,0.6,7.6,4.1,3.7
2993.9140625,-3.7,2.5,2.1,11.1
2993.91796875,-7.6,6.1,2.5,5.7
2993.921875,-4.1,9.6,4.5,-5.7
2993.92578125,-2.1,8.4,4.9,-5.7
2993.9296875,-2.1,8.4,5.7,-6.1
2993.93359375,-1.0,8.0,8.0,-7.2
2993.9375,-0.2,6.1,8.4,-4.1
2993.94140625,-0.6,4.1,7.2,-0.6
2993.9453125,-1.8,6.4,5.3,-1.8
2993.94921875,5.7,1.4,3.7,-1.4
2993.953125,10.7,-2.5,1.4,1.8
2993.95703125,9.6,-0.2,0.6,0.2
2993.9609375,13.5,2.5,0.6,-2.5
2993.96484375,16.2,0.6,-0.6,1.4
2993.96875,17.4,-1.4,-0.6,3.7
2993.97265625,13.5,-1.0,-1.0,3.7
2993.9765625,5.7,-5.3,-1.8,7.2
2993.98046875,2.9,-8.4,-5.7,8.4
2993.984375,0.2,-8.4,-7.2,2.1
2993.98828125,4.9,-10.4,-11.1,1.0
2993.9921875,8.0,-11.5,-13.5,2.9
2993.99609375,8.8,-10.4,-12.7,4.5
2994.0,10.0,-10.0,-9.6,6.1
2994.00390625,10.7,-8.8,-6.1,7.2
2994.0078125,7.2,-3.7,-3.7,8.4
2994.01171875,4.5,-0.6,-3.3,8.8
2994.015625,7.2,-1.4,-3.7,10.4
2994.01953125,9.2,-1.0,-4.1,9.6
2994.0234375,6.8,2.5,-4.9,7.2
2994.02734375,5.3,5.7,-2.1,4.5
2994.03125,3.3,4.9,-0.6,7.2
2994.03515625,-0.6,4.9,-0.2,9.6
2994.0390625,-5.3,2.1,-0.2,13.1
2994.04296875,-6.4,-1.8,0.2,10.0
2994.046875,-5.7,-2.9,-1.4,4.9
2994.05078125,-2.1,-8.0,-2.9,4.1
2994.0546875,-1.0,-11.5,-0.6,2.1
2994.05859375,-2.5,-12.3,0.2,4.9
2994.0625,-7.2,-11.1,2.1,10.0
2994.06640625,-6.1,-10.7,6.1,10.4
2994.0703125,-5.3,-7.6,8.4,9.2
2994.07421875,-9.2,-3.3,11.5,11.9
2994.078125,-11.5,1.0,15.0,13.9
2994.08203125,-6.8,0.2,20.5,15.4
2994.0859375,-3.3,0.2,25.2,19.7
2994.08984375,-2.9,1.8,30.3,22.9
2994.09375,-1.4,3.3,33.4,25.2
2994.09765625,0.2,1.0,35.0,29.1
2994.1015625,-2.9,-4.1,36.5,37.7
2994.10546875,-1.4,-2.5,38.5,33.0
2994.109375,5.3,-1.0,40.0,25.2
2994.11328125,9.2,-1.4,36.1,28.3
2994.1171875,12.3,1.4,32.2,26.0
2994.12109375,13.9,1.0,27.2,25.2
2994.125,10.0,1.0,20.9,27.5
2994.12890625,2.5,2.5,17.8,26.8
2994.1328125,2.9,1.4,18.9,22.5
2994.13671875,3.7,0.2,20.9,21.7
2994.140625,-2.5,2.5,22.5,24.4
2994.14453125,-2.9,5.3,24.4,20.1
2994.1484375,1.4,5.3,23.2,18.2
2994.15234375,3.7,3.3,20.9,19.7
2994.15625,2.9,3.7,19.3,19.7
2994.16015625,2.9,4.9,18.6,21.7
2994.1640625,-0.6,-0.2,17.4,33.0
2994.16796875,-3.3,1.8,21.3,31.5
2994.171875,0.6,3.3,25.6,24.0
2994.17578125,5.7,0.6,24.4,25.6
2994.1796875,5.3,0.2,26.8,22.5
2994.18359375,8.0,-1.0,26.8,20.1
2994.1875,8.8,-4.1,24.0,22.9
2994.19140625,2.9,-4.9,22.1,24.4
2994.1953125,1.4,-2.1,16.2,23.6
2994.19921875,6.4,-4.9,11.5,24.8
2994.203125,8.4,-6.1,10.0,24.8
2994.20703125,7.2,-0.6,9.6,19.7
2994.2109375,9.6,2.9,11.1,13.9
2994.21484375,8.0,0.6,12.3,13.5
2994.21875,8.0,-0.2,10.0,15.0
2994.22265625,4.5,-1.0,9.6,14.7
2994.2265625,-1.0,-2.1,8.8,20.5
2994.23046875,-0.2,-4.5,6.4,22.5
2994.234375,0.2,-2.5,8.0,14.7
2994.23828125,4.9,-6.1,6.1,12.3
2994.2421875,6.8,-8.4,6.1,10.4
2994.24609375,6.8,-8.4,4.9,7.6
2994.25,7.6,-11.1,4.1,7.2
2994.25390625,9.2,-13.1,1.0,4.9
2994.2578125,6.4,-11.1,-2.5,0.6
2994.26171875,4.9,-10.0,-8.0,-4.5
2994.265625,8.8,-11.1,-11.1,-8.4
2994.26953125,13.1,-9.6,-13.1,-12.7
2994.2734375,12.7,-4.1,-15.4,-15.8
2994.27734375,11.5,-3.7,-18.6,-13.9
2994.28125,6.1,-6.8,-23.6,-7.6
2994.28515625,-1.4,-10.0,-27.9,-6.1
2994.2890625,-13.1,-12.7,-31.1,-4.9
2994.29296875,-14.3,-13.1,-33.8,-8.4
2994.296875,-11.1,-9.2,-33.8,-19.3
2994.30078125,-3.3,-8.4,-35.4,-20.5
2994.3046875,3.3,-7.2,-33.4,-20.5
2994.30859375,6.1,-2.5,-29.9,-19.3
2994.3125,5.7,-0.2,-24.8,-17.0
2994.31640625,8.8,0.2,-19.7,-14.7
2994.3203125,13.1,0.2,-17.4,-17.0
2994.32421875,13.1,-0.6,-18.6,-16.2
2994.328125,13.1,-1.0,-20.1,-13.9
2994.33203125,15.4,-2.1,-20.1,-16.2
2994.3359375,17.8,-1.8,-19.3,-17.4
2994.33984375,17.0,0.2,-16.6,-17.0
2994.34375,15.0,0.2,-13.5,-17.0
2994.34765625,14.3,-2.5,-11.9,-16.2
2994.3515625,10.7,-11.1,-11.1,-8.8
2994.35546875,10.0,-9.2,-11.9,-13.9
2994.359375,15.8,-7.2,-12.7,-25.2
2994.36328125,21.3,-5.3,-17.8,-24.8
2994.3671875,24.8,-1.4,-17.4,-30.3
2994.37109375,26.0,-0.6,-16.2,-33.4
2994.375,20.1,-1.4,-15.8,-30.7
2994.37890625,13.1,-3.3,-16.2,-28.7
2994.3828125,15.0,-7.2,-17.4,-31.1
2994.38671875,18.6,-13.1,-22.1,-28.7
2994.390625,15.8,-12.3,-26.0,-24.4
2994.39453125,18.6,-8.0,-28.7,-26.0
2994.3984375,23.2,-6.8,-30.7,-25.2
2994.40234375,23.2,-6.8,-31.5,-19.3
2994.40625,19.3,-3.7,-31.1,-17.8
2994.41015625,16.2,-4.1,-29.1,-17.4
2994.4140625,11.1,-10.0,-31.8,-6.1
